national_park,pos,review_year,tokens,counts
Badlands National Park,NOUN,2018,lookouts,3
Badlands National Park,NOUN,2018,looks,2
Badlands National Park,NOUN,2018,loop,57
Badlands National Park,NOUN,2018,lotion,1
Badlands National Park,NOUN,2018,lots,43
Badlands National Park,NOUN,2018,luck,2
Badlands National Park,NOUN,2018,lunch,7
Badlands National Park,NOUN,2018,luxury,1
Badlands National Park,NOUN,2018,macro,1
Badlands National Park,NOUN,2018,magic,1
Badlands National Park,NOUN,2018,maintenance,1
Badlands National Park,NOUN,2018,majesty,1
Badlands National Park,NOUN,2018,maker,1
Badlands National Park,NOUN,2018,mamma,1
Badlands National Park,NOUN,2018,mammoth,1
Badlands National Park,NOUN,2018,maps,1
Badlands National Park,NOUN,2018,marker,1
Badlands National Park,NOUN,2018,markers,1
Badlands National Park,NOUN,2018,marks,1
Badlands National Park,NOUN,2018,mars,1
Badlands National Park,NOUN,2018,marvel,1
Badlands National Park,NOUN,2018,massacre,1
Badlands National Park,NOUN,2018,master,1
Badlands National Park,NOUN,2018,means,1
Badlands National Park,NOUN,2018,medicine,1
Badlands National Park,NOUN,2018,memorial,1
Badlands National Park,NOUN,2018,memories,1
Badlands National Park,NOUN,2018,middle,5
Badlands National Park,NOUN,2018,midwest,1
Badlands National Park,NOUN,2018,mile,6
Badlands National Park,NOUN,2018,miles,18
Badlands National Park,NOUN,2018,millions,1
Badlands National Park,NOUN,2018,mineral,1
Badlands National Park,NOUN,2018,minimum,2
Badlands National Park,NOUN,2018,minute,4
Badlands National Park,NOUN,2018,minuteman,1
Badlands National Park,NOUN,2018,minutes,8
Badlands National Park,NOUN,2018,missile,1
Badlands National Park,NOUN,2018,mistake,2
Badlands National Park,NOUN,2018,mobridge,1
Badlands National Park,NOUN,2018,mole,1
Badlands National Park,NOUN,2018,moment,1
Badlands National Park,NOUN,2018,money,2
Badlands National Park,NOUN,2018,monument,2
Badlands National Park,NOUN,2018,monuments,2
Badlands National Park,NOUN,2018,moon,2
Badlands National Park,NOUN,2018,moonlit,1
Badlands National Park,NOUN,2018,moose,1
Badlands National Park,NOUN,2018,morning,11
Badlands National Park,NOUN,2018,mornings,2
Badlands National Park,NOUN,2018,mosquitoes,1
Badlands National Park,NOUN,2018,motel,1
Badlands National Park,NOUN,2018,mother,3
Badlands National Park,NOUN,2018,motorcycle,5
Badlands National Park,NOUN,2018,motorcycles,1
Badlands National Park,NOUN,2018,mounds,2
Badlands National Park,NOUN,2018,mount,5
Badlands National Park,NOUN,2018,mountain,14
Badlands National Park,NOUN,2018,mountains,7
Badlands National Park,NOUN,2018,movie,7
Badlands National Park,NOUN,2018,movies,1
Badlands National Park,NOUN,2018,museum,3
Badlands National Park,NOUN,2018,must,5
Badlands National Park,NOUN,2018,name,1
Badlands National Park,NOUN,2018,nat'l,1
Badlands National Park,NOUN,2018,nation,1
Badlands National Park,NOUN,2018,national,47
Badlands National Park,NOUN,2018,native,1
Badlands National Park,NOUN,2018,nature,12
Badlands National Park,NOUN,2018,nebraska,1
Badlands National Park,NOUN,2018,necklaces,1
Badlands National Park,NOUN,2018,need,1
Badlands National Park,NOUN,2018,needles,1
Badlands National Park,NOUN,2018,newspaper,1
Badlands National Park,NOUN,2018,niece,2
Badlands National Park,NOUN,2018,night,15
Badlands National Park,NOUN,2018,north,2
Badlands National Park,NOUN,2018,northeast,2
Badlands National Park,NOUN,2018,northwest,1
Badlands National Park,NOUN,2018,notch,16
Badlands National Park,NOUN,2018,notes,1
Badlands National Park,NOUN,2018,nothing,8
Badlands National Park,NOUN,2018,obstacle,1
Badlands National Park,NOUN,2018,offering,1
Badlands National Park,NOUN,2018,offs,4
Badlands National Park,NOUN,2018,oglala,1
Badlands National Park,NOUN,2018,olds,1
Badlands National Park,NOUN,2018,ones,3
Badlands National Park,NOUN,2018,openness,1
Badlands National Park,NOUN,2018,operating,1
Badlands National Park,NOUN,2018,opinion,2
Badlands National Park,NOUN,2018,opportunities,12
Badlands National Park,NOUN,2018,opportunity,1
Badlands National Park,NOUN,2018,opps,1
Badlands National Park,NOUN,2018,options,4
Badlands National Park,NOUN,2018,others,4
Badlands National Park,NOUN,2018,outlooks,1
Badlands National Park,NOUN,2018,outs,1
Badlands National Park,NOUN,2018,outshoots,1
Badlands National Park,NOUN,2018,over.*admission,1
Badlands National Park,NOUN,2018,overlook,15
Badlands National Park,NOUN,2018,overlooks,21
Badlands National Park,NOUN,2018,p.s.,1
Badlands National Park,NOUN,2018,pace,2
Badlands National Park,NOUN,2018,pack,1
Badlands National Park,NOUN,2018,paleontologists,1
Badlands National Park,NOUN,2018,panorama,1
Badlands National Park,NOUN,2018,panoramas,1
Badlands National Park,NOUN,2018,pants,2
Badlands National Park,NOUN,2018,pararie,1
Badlands National Park,NOUN,2018,parents,2
Badlands National Park,NOUN,2018,park,218
Badlands National Park,NOUN,2018,park.*while,1
Badlands National Park,NOUN,2018,park.it,1
Badlands National Park,NOUN,2018,parking,8
Badlands National Park,NOUN,2018,parks,20
Badlands National Park,NOUN,2018,part,12
Badlands National Park,NOUN,2018,parting,1
Badlands National Park,NOUN,2018,parts,3
Badlands National Park,NOUN,2018,pass,20
Badlands National Park,NOUN,2018,passes,1
Badlands National Park,NOUN,2018,passport,2
Badlands National Park,NOUN,2018,path,2
Badlands National Park,NOUN,2018,paths,3
Badlands National Park,NOUN,2018,pathways,1
Badlands National Park,NOUN,2018,patient,1
Badlands National Park,NOUN,2018,peaks,2
Badlands National Park,NOUN,2018,penny,1
Badlands National Park,NOUN,2018,people,13
Badlands National Park,NOUN,2018,person,3
Badlands National Park,NOUN,2018,personnel,1
Badlands National Park,NOUN,2018,phones,1
Badlands National Park,NOUN,2018,photo,10
Badlands National Park,NOUN,2018,photographer,3
Badlands National Park,NOUN,2018,photographs,4
Badlands National Park,NOUN,2018,photos,14
Badlands National Park,NOUN,2018,picnic,9
Badlands National Park,NOUN,2018,pics,3
Badlands National Park,NOUN,2018,picture,3
Badlands National Park,NOUN,2018,pictures,23
Badlands National Park,NOUN,2018,piece,1
Badlands National Park,NOUN,2018,pine,2
Badlands National Park,NOUN,2018,pinks,1
Badlands National Park,NOUN,2018,pinnacles,15
Badlands National Park,NOUN,2018,pity,1
Badlands National Park,NOUN,2018,place,50
Badlands National Park,NOUN,2018,places,23
Badlands National Park,NOUN,2018,plains,3
Badlands National Park,NOUN,2018,plan,4
Badlands National Park,NOUN,2018,planet,9
Badlands National Park,NOUN,2018,planet!we,1
Badlands National Park,NOUN,2018,planets,1
Badlands National Park,NOUN,2018,plans,2
Badlands National Park,NOUN,2018,plans.*i,1
Badlands National Park,NOUN,2018,plants,1
Badlands National Park,NOUN,2018,plateau,1
Badlands National Park,NOUN,2018,plateaus,1
Badlands National Park,NOUN,2018,pleasure,1
Badlands National Park,NOUN,2018,plenty,20
Badlands National Park,NOUN,2018,point,4
Badlands National Park,NOUN,2018,points,8
Badlands National Park,NOUN,2018,policy,1
Badlands National Park,NOUN,2018,poop,1
Badlands National Park,NOUN,2018,porch,1
Badlands National Park,NOUN,2018,portion,2
Badlands National Park,NOUN,2018,portions,1
Badlands National Park,NOUN,2018,post,1
Badlands National Park,NOUN,2018,posts,1
Badlands National Park,NOUN,2018,power,1
Badlands National Park,NOUN,2018,prairie,51
Badlands National Park,NOUN,2018,prairies,1
Badlands National Park,NOUN,2018,prarie,3
Badlands National Park,NOUN,2018,precautions,1
Badlands National Park,NOUN,2018,presentation,2
Badlands National Park,NOUN,2018,press,1
Badlands National Park,NOUN,2018,priority,1
Badlands National Park,NOUN,2018,program,2
Badlands National Park,NOUN,2018,programs,1
Badlands National Park,NOUN,2018,prong,1
Badlands National Park,NOUN,2018,pronghorn,4
Badlands National Park,NOUN,2018,pronghorns,2
Badlands National Park,NOUN,2018,property,1
Badlands National Park,NOUN,2018,protection,1
Badlands National Park,NOUN,2018,protrusions,1
Badlands National Park,NOUN,2018,pull,4
Badlands National Park,NOUN,2018,pullout,1
Badlands National Park,NOUN,2018,pullouts,1
Badlands National Park,NOUN,2018,pump,1
Badlands National Park,NOUN,2018,questions,2
Badlands National Park,NOUN,2018,rabbits,1
Badlands National Park,NOUN,2018,rain,15
Badlands National Park,NOUN,2018,rally,4
Badlands National Park,NOUN,2018,rams,2
Badlands National Park,NOUN,2018,range,2
Badlands National Park,NOUN,2018,ranger,17
Badlands National Park,NOUN,2018,rangers,11
Badlands National Park,NOUN,2018,rangers--,1
Badlands National Park,NOUN,2018,ranges,1
Badlands National Park,NOUN,2018,rapid,9
Badlands National Park,NOUN,2018,rates,1
Badlands National Park,NOUN,2018,rating,1
Badlands National Park,NOUN,2018,rattlesnake,2
Badlands National Park,NOUN,2018,rattlesnakes,5
Badlands National Park,NOUN,2018,reaction,1
Badlands National Park,NOUN,2018,ready!overall,1
Badlands National Park,NOUN,2018,reality,1
Badlands National Park,NOUN,2018,reason,1
Badlands National Park,NOUN,2018,recommend,2
Badlands National Park,NOUN,2018,record,1
Badlands National Park,NOUN,2018,refeil,2
Badlands National Park,NOUN,2018,refrigerator,1
Badlands National Park,NOUN,2018,region,1
Badlands National Park,NOUN,2018,reifel,5
Badlands National Park,NOUN,2018,reifin,1
Badlands National Park,NOUN,2018,relic,1
Badlands National Park,NOUN,2018,relief,1
Badlands National Park,NOUN,2018,reservation,5
Badlands National Park,NOUN,2018,reservations,2
Badlands National Park,NOUN,2018,respect,1
Badlands National Park,NOUN,2018,rest,3
Badlands National Park,NOUN,2018,restaurant,6
Badlands National Park,NOUN,2018,restrooms,4
Badlands National Park,NOUN,2018,return,1
Badlands National Park,NOUN,2018,review,3
Badlands National Park,NOUN,2018,reviews,1
Badlands National Park,NOUN,2018,ride,8
Badlands National Park,NOUN,2018,ridge,2
Badlands National Park,NOUN,2018,ridges,2
Badlands National Park,NOUN,2018,riding,1
Badlands National Park,NOUN,2018,right,2
Badlands National Park,NOUN,2018,risk,1
Badlands National Park,NOUN,2018,river,1
Badlands National Park,NOUN,2018,road,87
Badlands National Park,NOUN,2018,roads,13
Badlands National Park,NOUN,2018,roadside,1
Badlands National Park,NOUN,2018,roam,1
Badlands National Park,NOUN,2018,roberts,4
Badlands National Park,NOUN,2018,rock,25
Badlands National Park,NOUN,2018,rocks,8
Badlands National Park,NOUN,2018,roosevelt,1
Badlands National Park,NOUN,2018,root,1
Badlands National Park,NOUN,2018,route,8
Badlands National Park,NOUN,2018,rover,1
Badlands National Park,NOUN,2018,rushmore,12
Badlands National Park,NOUN,2018,sacraed,1
Badlands National Park,NOUN,2018,saddle,4
Badlands National Park,NOUN,2018,safari,1
Badlands National Park,NOUN,2018,sage,13
Badlands National Park,NOUN,2018,salad,1
Badlands National Park,NOUN,2018,sand,4
Badlands National Park,NOUN,2018,sandals,1
Badlands National Park,NOUN,2018,savings,1
Badlands National Park,NOUN,2018,says,1
Badlands National Park,NOUN,2018,scale,1
Badlands National Park,NOUN,2018,scenery,41
Badlands National Park,NOUN,2018,scenic,2
Badlands National Park,NOUN,2018,school,1
Badlands National Park,NOUN,2018,science,1
Badlands National Park,NOUN,2018,scopes,1
Badlands National Park,NOUN,2018,scout,1
Badlands National Park,NOUN,2018,scouts,2
Badlands National Park,NOUN,2018,seabed,1
Badlands National Park,NOUN,2018,season,4
Badlands National Park,NOUN,2018,season?*there,1
Badlands National Park,NOUN,2018,seating,1
Badlands National Park,NOUN,2018,section,4
Badlands National Park,NOUN,2018,sediment,1
Badlands National Park,NOUN,2018,sedona,1
Badlands National Park,NOUN,2018,self,1
Badlands National Park,NOUN,2018,senior,1
Badlands National Park,NOUN,2018,seniors,1
Badlands National Park,NOUN,2018,sense,1
Badlands National Park,NOUN,2018,sentiment,1
Badlands National Park,NOUN,2018,september,2
Badlands National Park,NOUN,2018,serenity,1
Badlands National Park,NOUN,2018,series,1
Badlands National Park,NOUN,2018,service,1
Badlands National Park,NOUN,2018,sets,1
Badlands National Park,NOUN,2018,settlers,2
Badlands National Park,NOUN,2018,shade,4
Badlands National Park,NOUN,2018,shades,2
Badlands National Park,NOUN,2018,shadows,1
Badlands National Park,NOUN,2018,shape,1
Badlands National Park,NOUN,2018,shapes,4
Badlands National Park,NOUN,2018,sheep,45
Badlands National Park,NOUN,2018,shelf,5
Badlands National Park,NOUN,2018,shell,1
Badlands National Park,NOUN,2018,shocker,1
Badlands National Park,NOUN,2018,shoes,7
Badlands National Park,NOUN,2018,shoo,1
Badlands National Park,NOUN,2018,shop,11
Badlands National Park,NOUN,2018,show,1
Badlands National Park,NOUN,2018,shower,1
Badlands National Park,NOUN,2018,showers,1
Badlands National Park,NOUN,2018,side,16
Badlands National Park,NOUN,2018,sides,1
Badlands National Park,NOUN,2018,sight,3
Badlands National Park,NOUN,2018,sights,7
Badlands National Park,NOUN,2018,sightseeing,1
Badlands National Park,NOUN,2018,sign,1
Badlands National Park,NOUN,2018,signage,1
Badlands National Park,NOUN,2018,signs,7
Badlands National Park,NOUN,2018,sioux,3
Badlands National Park,NOUN,2018,site,6
Badlands National Park,NOUN,2018,sites,13
Badlands National Park,NOUN,2018,size,2
Badlands National Park,NOUN,2018,sizes,2
Badlands National Park,NOUN,2018,skies,2
Badlands National Park,NOUN,2018,slip,1
Badlands National Park,NOUN,2018,snack,1
Badlands National Park,NOUN,2018,snacks,2
Badlands National Park,NOUN,2018,snakes,3
Badlands National Park,NOUN,2018,sneakers,1
Badlands National Park,NOUN,2018,snow,1
Badlands National Park,NOUN,2018,softening,1
Badlands National Park,NOUN,2018,soil,2
Badlands National Park,NOUN,2018,solitude,2
Badlands National Park,NOUN,2018,someone,4
Badlands National Park,NOUN,2018,someplace,1
Badlands National Park,NOUN,2018,something,6
Badlands National Park,NOUN,2018,sons,1
Badlands National Park,NOUN,2018,soooo,1
Badlands National Park,NOUN,2018,sort,2
Badlands National Park,NOUN,2018,sorts,1
Badlands National Park,NOUN,2018,south,31
Badlands National Park,NOUN,2018,space,3
Badlands National Park,NOUN,2018,species,1
Badlands National Park,NOUN,2018,speed,1
Badlands National Park,NOUN,2018,spires,2
Badlands National Park,NOUN,2018,spot,6
Badlands National Park,NOUN,2018,spots,5
Badlands National Park,NOUN,2018,spray,1
Badlands National Park,NOUN,2018,sprinkling,1
Badlands National Park,NOUN,2018,staff,2
Badlands National Park,NOUN,2018,stamp,1
Badlands National Park,NOUN,2018,stamps,1
Badlands National Park,NOUN,2018,star,2
Badlands National Park,NOUN,2018,stargazing,3
Badlands National Park,NOUN,2018,stark,1
Badlands National Park,NOUN,2018,stars,4
Badlands National Park,NOUN,2018,start,2
Badlands National Park,NOUN,2018,state,6
Badlands National Park,NOUN,2018,states,1
Badlands National Park,NOUN,2018,station,5
Badlands National Park,NOUN,2018,stations,4
Badlands National Park,NOUN,2018,stay,2
Badlands National Park,NOUN,2018,step,2
Badlands National Park,NOUN,2018,stilettos,1
Badlands National Park,NOUN,2018,stone,1
Badlands National Park,NOUN,2018,stones,1
Badlands National Park,NOUN,2018,stop,14
Badlands National Park,NOUN,2018,stops,8
Badlands National Park,NOUN,2018,store,1
Badlands National Park,NOUN,2018,storm,8
Badlands National Park,NOUN,2018,storms,1
Badlands National Park,NOUN,2018,story,1
Badlands National Park,NOUN,2018,stoves,1
Badlands National Park,NOUN,2018,strata,1
Badlands National Park,NOUN,2018,stretch,2
Badlands National Park,NOUN,2018,sturgis,6
Badlands National Park,NOUN,2018,suits,1
Badlands National Park,NOUN,2018,summer,9
Badlands National Park,NOUN,2018,sundown,1
Badlands National Park,NOUN,2018,sunflower,1
Badlands National Park,NOUN,2018,sunlight,1
Badlands National Park,NOUN,2018,sunrise,4
Badlands National Park,NOUN,2018,sunrises,1
Badlands National Park,NOUN,2018,sunscreen,3
Badlands National Park,NOUN,2018,sunset,12
Badlands National Park,NOUN,2018,sunset-,1
Badlands National Park,NOUN,2018,sunsets,1
Badlands National Park,NOUN,2018,sunshine,1
Badlands National Park,NOUN,2018,supervision,1
Badlands National Park,NOUN,2018,surface,1
Badlands National Park,NOUN,2018,surroundings,2
Badlands National Park,NOUN,2018,swing,1
Badlands National Park,NOUN,2018,tail,1
Badlands National Park,NOUN,2018,tails,1
Badlands National Park,NOUN,2018,talk,3
Badlands National Park,NOUN,2018,talks,2
Badlands National Park,NOUN,2018,tank,1
Badlands National Park,NOUN,2018,telescopes,1
Badlands National Park,NOUN,2018,tempature,1
Badlands National Park,NOUN,2018,temperature,1
Badlands National Park,NOUN,2018,temps,2
Badlands National Park,NOUN,2018,tennis,1
Badlands National Park,NOUN,2018,tent,1
Badlands National Park,NOUN,2018,terminus,1
Badlands National Park,NOUN,2018,terms,1
Badlands National Park,NOUN,2018,terrain,7
Badlands National Park,NOUN,2018,test,1
Badlands National Park,NOUN,2018,thankful,1
Badlands National Park,NOUN,2018,theodore,1
Badlands National Park,NOUN,2018,thing,4
Badlands National Park,NOUN,2018,things,6
Badlands National Park,NOUN,2018,thought,1
Badlands National Park,NOUN,2018,thousands,1
Badlands National Park,NOUN,2018,thrills,1
Badlands National Park,NOUN,2018,thru,2
Badlands National Park,NOUN,2018,thumbs,1
Badlands National Park,NOUN,2018,thunderheart,1
Badlands National Park,NOUN,2018,thunderstorm,2
Badlands National Park,NOUN,2018,ticket,1
Badlands National Park,NOUN,2018,time,68
Badlands National Park,NOUN,2018,times,12
Badlands National Park,NOUN,2018,today,3
