national_park,pos,review_year,tokens,counts
Cliff Palace,ADJ,2015,sweatty,1
Cliff Palace,ADJ,2015,tall,1
Cliff Palace,ADJ,2015,tenacious,1
Cliff Palace,ADJ,2015,terrible,1
Cliff Palace,ADJ,2015,terrific,2
Cliff Palace,ADJ,2015,third,1
Cliff Palace,ADJ,2015,thirsty,2
Cliff Palace,ADJ,2015,tight,6
Cliff Palace,ADJ,2015,tiny,2
Cliff Palace,ADJ,2015,tiring,1
Cliff Palace,ADJ,2015,total,3
Cliff Palace,ADJ,2015,treacherous,1
Cliff Palace,ADJ,2015,true,2
Cliff Palace,ADJ,2015,twilight,1
Cliff Palace,ADJ,2015,unable,3
Cliff Palace,ADJ,2015,unbelievable,4
Cliff Palace,ADJ,2015,uncanny,1
Cliff Palace,ADJ,2015,underground,1
Cliff Palace,ADJ,2015,undisturbed,1
Cliff Palace,ADJ,2015,uneven,7
Cliff Palace,ADJ,2015,unfair,1
Cliff Palace,ADJ,2015,unfit,1
Cliff Palace,ADJ,2015,unforgettable,1
Cliff Palace,ADJ,2015,unfortunate,1
Cliff Palace,ADJ,2015,unique,4
Cliff Palace,ADJ,2015,unnerving,1
Cliff Palace,ADJ,2015,unruly,1
Cliff Palace,ADJ,2015,unsupported,1
Cliff Palace,ADJ,2015,untouched,1
Cliff Palace,ADJ,2015,unusual,2
Cliff Palace,ADJ,2015,unwelcome,1
Cliff Palace,ADJ,2015,various,3
Cliff Palace,ADJ,2015,vertical,1
Cliff Palace,ADJ,2015,visual,1
Cliff Palace,ADJ,2015,warm,3
Cliff Palace,ADJ,2015,water-,1
Cliff Palace,ADJ,2015,weak,1
Cliff Palace,ADJ,2015,welcome,1
Cliff Palace,ADJ,2015,western,1
Cliff Palace,ADJ,2015,whole,9
Cliff Palace,ADJ,2015,wide,1
Cliff Palace,ADJ,2015,wild,1
Cliff Palace,ADJ,2015,willing,2
Cliff Palace,ADJ,2015,wish,1
Cliff Palace,ADJ,2015,wonderful,15
Cliff Palace,ADJ,2015,wooden,3
Cliff Palace,ADJ,2015,worried,2
Cliff Palace,ADJ,2015,worth,40
Cliff Palace,ADJ,2015,worthwhile,1
Cliff Palace,ADJ,2015,wrong,1
Cliff Palace,ADJ,2015,young,3
Cliff Palace,ADJ,2016,10-minute,1
Cliff Palace,ADJ,2016,14th,2
Cliff Palace,ADJ,2016,32-foot,1
Cliff Palace,ADJ,2016,45-minute,1
Cliff Palace,ADJ,2016,600ad,1
Cliff Palace,ADJ,2016,able,34
Cliff Palace,ADJ,2016,abundant,1
Cliff Palace,ADJ,2016,accessible,6
Cliff Palace,ADJ,2016,active,2
Cliff Palace,ADJ,2016,actual,5
Cliff Palace,ADJ,2016,additional,1
Cliff Palace,ADJ,2016,adventurous,1
Cliff Palace,ADJ,2016,adverse,1
Cliff Palace,ADJ,2016,afraid,7
Cliff Palace,ADJ,2016,aggravating,1
Cliff Palace,ADJ,2016,alive,1
Cliff Palace,ADJ,2016,amazed,2
Cliff Palace,ADJ,2016,amazing,57
Cliff Palace,ADJ,2016,american,6
Cliff Palace,ADJ,2016,ample,2
Cliff Palace,ADJ,2016,amusing,1
Cliff Palace,ADJ,2016,ancestral,3
Cliff Palace,ADJ,2016,ancient,18
Cliff Palace,ADJ,2016,annoying,1
Cliff Palace,ADJ,2016,annual,1
Cliff Palace,ADJ,2016,applicable,1
Cliff Palace,ADJ,2016,apprehensive,2
Cliff Palace,ADJ,2016,appropriate,1
Cliff Palace,ADJ,2016,arched,1
Cliff Palace,ADJ,2016,archeological,2
Cliff Palace,ADJ,2016,architectural,1
Cliff Palace,ADJ,2016,asteep,1
Cliff Palace,ADJ,2016,astonishing,1
Cliff Palace,ADJ,2016,astounding,2
Cliff Palace,ADJ,2016,available,9
Cliff Palace,ADJ,2016,availbale,1
Cliff Palace,ADJ,2016,average,3
Cliff Palace,ADJ,2016,aware,1
Cliff Palace,ADJ,2016,awesome,10
Cliff Palace,ADJ,2016,back,1
Cliff Palace,ADJ,2016,balanced,1
Cliff Palace,ADJ,2016,balcony,2
Cliff Palace,ADJ,2016,beautiful,18
Cliff Palace,ADJ,2016,beautifull,1
Cliff Palace,ADJ,2016,best,6
Cliff Palace,ADJ,2016,better,11
Cliff Palace,ADJ,2016,bigger,2
Cliff Palace,ADJ,2016,biggest,1
Cliff Palace,ADJ,2016,black,1
Cliff Palace,ADJ,2016,blessed,1
Cliff Palace,ADJ,2016,boked,1
Cliff Palace,ADJ,2016,breathtaking,2
Cliff Palace,ADJ,2016,brilliant,1
Cliff Palace,ADJ,2016,busy,2
Cliff Palace,ADJ,2016,careful,3
Cliff Palace,ADJ,2016,certain,4
Cliff Palace,ADJ,2016,challenging,3
Cliff Palace,ADJ,2016,cheap,2
Cliff Palace,ADJ,2016,cliff,1
Cliff Palace,ADJ,2016,close,14
Cliff Palace,ADJ,2016,closer,3
Cliff Palace,ADJ,2016,cold,1
Cliff Palace,ADJ,2016,comfortable,6
Cliff Palace,ADJ,2016,communal,2
Cliff Palace,ADJ,2016,complete,2
Cliff Palace,ADJ,2016,congregate,1
Cliff Palace,ADJ,2016,controlled,1
Cliff Palace,ADJ,2016,cool,9
Cliff Palace,ADJ,2016,cooler,2
Cliff Palace,ADJ,2016,correct,1
Cliff Palace,ADJ,2016,costly,1
Cliff Palace,ADJ,2016,crazy,1
Cliff Palace,ADJ,2016,creepy,1
Cliff Palace,ADJ,2016,crowded,3
Cliff Palace,ADJ,2016,cultural,1
Cliff Palace,ADJ,2016,daunting,1
Cliff Palace,ADJ,2016,dedicated,1
Cliff Palace,ADJ,2016,dependent,1
Cliff Palace,ADJ,2016,detailed,1
Cliff Palace,ADJ,2016,different,12
Cliff Palace,ADJ,2016,difficult,8
Cliff Palace,ADJ,2016,disappointed,1
Cliff Palace,ADJ,2016,disappointing,2
Cliff Palace,ADJ,2016,distant,1
Cliff Palace,ADJ,2016,diverse,1
Cliff Palace,ADJ,2016,doable,1
Cliff Palace,ADJ,2016,dramatic,2
Cliff Palace,ADJ,2016,dumb,1
Cliff Palace,ADJ,2016,earlier,1
Cliff Palace,ADJ,2016,earliest,2
Cliff Palace,ADJ,2016,early,10
Cliff Palace,ADJ,2016,easier,2
Cliff Palace,ADJ,2016,easiest,6
Cliff Palace,ADJ,2016,easy,8
Cliff Palace,ADJ,2016,educational,4
Cliff Palace,ADJ,2016,elderly,1
Cliff Palace,ADJ,2016,elementary,2
Cliff Palace,ADJ,2016,engaging,1
Cliff Palace,ADJ,2016,english,1
Cliff Palace,ADJ,2016,enjoyable,2
Cliff Palace,ADJ,2016,enlightening,1
Cliff Palace,ADJ,2016,enough,6
Cliff Palace,ADJ,2016,entertaining,2
Cliff Palace,ADJ,2016,enthusiastic,1
Cliff Palace,ADJ,2016,entire,8
Cliff Palace,ADJ,2016,excavated,1
Cliff Palace,ADJ,2016,excelent,1
Cliff Palace,ADJ,2016,excellent,14
Cliff Palace,ADJ,2016,exceptional,5
Cliff Palace,ADJ,2016,excited,1
Cliff Palace,ADJ,2016,exciting,2
Cliff Palace,ADJ,2016,exhausting,1
Cliff Palace,ADJ,2016,expensive,1
Cliff Palace,ADJ,2016,experienced,1
Cliff Palace,ADJ,2016,exposed,1
Cliff Palace,ADJ,2016,exquisite,1
Cliff Palace,ADJ,2016,extensive,2
Cliff Palace,ADJ,2016,extra,2
Cliff Palace,ADJ,2016,fabled,1
Cliff Palace,ADJ,2016,fabulous,2
Cliff Palace,ADJ,2016,famous,1
Cliff Palace,ADJ,2016,fantastic,12
Cliff Palace,ADJ,2016,fascinating,10
Cliff Palace,ADJ,2016,favorite,2
Cliff Palace,ADJ,2016,fellow,1
Cliff Palace,ADJ,2016,feral,1
Cliff Palace,ADJ,2016,final,1
Cliff Palace,ADJ,2016,fine,5
Cliff Palace,ADJ,2016,first,11
Cliff Palace,ADJ,2016,flat,2
Cliff Palace,ADJ,2016,fortunate,3
Cliff Palace,ADJ,2016,freaked,1
Cliff Palace,ADJ,2016,free,1
Cliff Palace,ADJ,2016,friendly,8
Cliff Palace,ADJ,2016,full,10
Cliff Palace,ADJ,2016,funny,3
Cliff Palace,ADJ,2016,further,1
Cliff Palace,ADJ,2016,general,2
Cliff Palace,ADJ,2016,giant,1
Cliff Palace,ADJ,2016,glad,10
Cliff Palace,ADJ,2016,glorious,1
Cliff Palace,ADJ,2016,good,23
Cliff Palace,ADJ,2016,gorgeous,2
Cliff Palace,ADJ,2016,grand,2
Cliff Palace,ADJ,2016,grateful,1
Cliff Palace,ADJ,2016,great,69
Cliff Palace,ADJ,2016,half,2
Cliff Palace,ADJ,2016,happy,1
Cliff Palace,ADJ,2016,hard,8
Cliff Palace,ADJ,2016,harder,2
Cliff Palace,ADJ,2016,hazardous,1
Cliff Palace,ADJ,2016,healthy,1
Cliff Palace,ADJ,2016,helpful,8
Cliff Palace,ADJ,2016,high,2
Cliff Palace,ADJ,2016,higher,1
Cliff Palace,ADJ,2016,historical,5
Cliff Palace,ADJ,2016,huge,5
Cliff Palace,ADJ,2016,human,2
Cliff Palace,ADJ,2016,hydrated,1
Cliff Palace,ADJ,2016,ideal,1
Cliff Palace,ADJ,2016,important,5
Cliff Palace,ADJ,2016,impressed,1
Cliff Palace,ADJ,2016,impressive,8
Cliff Palace,ADJ,2016,incredible,20
Cliff Palace,ADJ,2016,indigenous,1
Cliff Palace,ADJ,2016,individual,2
Cliff Palace,ADJ,2016,inexpensive,1
Cliff Palace,ADJ,2016,informational,1
Cliff Palace,ADJ,2016,informative,19
Cliff Palace,ADJ,2016,informed,2
Cliff Palace,ADJ,2016,inhospitable,1
Cliff Palace,ADJ,2016,inspiring,1
Cliff Palace,ADJ,2016,insulting,2
Cliff Palace,ADJ,2016,intense,3
Cliff Palace,ADJ,2016,interactive,3
Cliff Palace,ADJ,2016,interested,1
Cliff Palace,ADJ,2016,interesting,19
Cliff Palace,ADJ,2016,interewting,1
Cliff Palace,ADJ,2016,introductory,1
Cliff Palace,ADJ,2016,irritating,1
Cliff Palace,ADJ,2016,joint,1
Cliff Palace,ADJ,2016,kind,1
Cliff Palace,ADJ,2016,knowledgable,4
Cliff Palace,ADJ,2016,knowledgeable,13
Cliff Palace,ADJ,2016,lame,1
Cliff Palace,ADJ,2016,large,5
Cliff Palace,ADJ,2016,larger,1
Cliff Palace,ADJ,2016,largest,13
Cliff Palace,ADJ,2016,last,7
Cliff Palace,ADJ,2016,late,1
Cliff Palace,ADJ,2016,later,3
Cliff Palace,ADJ,2016,least,5
Cliff Palace,ADJ,2016,left,2
Cliff Palace,ADJ,2016,less,1
Cliff Palace,ADJ,2016,like,1
Cliff Palace,ADJ,2016,limited,4
Cliff Palace,ADJ,2016,little,20
Cliff Palace,ADJ,2016,long,6
Cliff Palace,ADJ,2016,longer,1
Cliff Palace,ADJ,2016,lookout,1
Cliff Palace,ADJ,2016,lovely,1
Cliff Palace,ADJ,2016,lucky,3
Cliff Palace,ADJ,2016,magical,1
Cliff Palace,ADJ,2016,magnificent,2
Cliff Palace,ADJ,2016,main,4
Cliff Palace,ADJ,2016,maintained,1
Cliff Palace,ADJ,2016,many,26
Cliff Palace,ADJ,2016,memorable,4
Cliff Palace,ADJ,2016,memorial,1
Cliff Palace,ADJ,2016,menial,1
Cliff Palace,ADJ,2016,mesa,3
Cliff Palace,ADJ,2016,mild,1
Cliff Palace,ADJ,2016,mindful,1
Cliff Palace,ADJ,2016,minimal,1
Cliff Palace,ADJ,2016,minimum,1
Cliff Palace,ADJ,2016,mobile,1
Cliff Palace,ADJ,2016,monumental,1
Cliff Palace,ADJ,2016,more,16
Cliff Palace,ADJ,2016,most,5
Cliff Palace,ADJ,2016,motivational,1
Cliff Palace,ADJ,2016,much,8
Cliff Palace,ADJ,2016,multiple,3
Cliff Palace,ADJ,2016,narrow,12
Cliff Palace,ADJ,2016,narrower,1
Cliff Palace,ADJ,2016,national,7
Cliff Palace,ADJ,2016,native,7
Cliff Palace,ADJ,2016,natural,1
Cliff Palace,ADJ,2016,neat,1
Cliff Palace,ADJ,2016,needless,1
Cliff Palace,ADJ,2016,next,5
Cliff Palace,ADJ,2016,nice,16
Cliff Palace,ADJ,2016,nondescript,1
Cliff Palace,ADJ,2016,north,1
Cliff Palace,ADJ,2016,notch-,1
Cliff Palace,ADJ,2016,numerous,2
Cliff Palace,ADJ,2016,older,3
Cliff Palace,ADJ,2016,online,1
Cliff Palace,ADJ,2016,only,10
Cliff Palace,ADJ,2016,onsite,1
Cliff Palace,ADJ,2016,open,4
Cliff Palace,ADJ,2016,organised,2
Cliff Palace,ADJ,2016,original,2
Cliff Palace,ADJ,2016,other,23
Cliff Palace,ADJ,2016,outstanding,2
Cliff Palace,ADJ,2016,over,1
Cliff Palace,ADJ,2016,overweight,1
Cliff Palace,ADJ,2016,paced,1
Cliff Palace,ADJ,2016,past,1
Cliff Palace,ADJ,2016,patient,1
Cliff Palace,ADJ,2016,paved,1
Cliff Palace,ADJ,2016,perfect,2
Cliff Palace,ADJ,2016,personal,6
Cliff Palace,ADJ,2016,pesky,1
Cliff Palace,ADJ,2016,physical,6
Cliff Palace,ADJ,2016,pleased,2
Cliff Palace,ADJ,2016,plenty,1
Cliff Palace,ADJ,2016,poor,1
Cliff Palace,ADJ,2016,popular,2
Cliff Palace,ADJ,2016,popular-,1
Cliff Palace,ADJ,2016,positive,1
Cliff Palace,ADJ,2016,possible,2
Cliff Palace,ADJ,2016,pregnant,1
Cliff Palace,ADJ,2016,present,1
Cliff Palace,ADJ,2016,preserved,1
Cliff Palace,ADJ,2016,pressing,1
Cliff Palace,ADJ,2016,primary,1
Cliff Palace,ADJ,2016,primitive,1
Cliff Palace,ADJ,2016,profound,1
Cliff Palace,ADJ,2016,proper,1
Cliff Palace,ADJ,2016,protective,1
Cliff Palace,ADJ,2016,provided,1
Cliff Palace,ADJ,2016,pueblo,2
Cliff Palace,ADJ,2016,puebloan,2
Cliff Palace,ADJ,2016,quiet,1
Cliff Palace,ADJ,2016,random,1
Cliff Palace,ADJ,2016,ready,1
Cliff Palace,ADJ,2016,real,3
Cliff Palace,ADJ,2016,realistic,1
Cliff Palace,ADJ,2016,reasonable,6
Cliff Palace,ADJ,2016,reassured,1
Cliff Palace,ADJ,2016,recent,2
Cliff Palace,ADJ,2016,regular,1
Cliff Palace,ADJ,2016,related,1
Cliff Palace,ADJ,2016,relative,1
Cliff Palace,ADJ,2016,religious,1
Cliff Palace,ADJ,2016,remarkable,4
Cliff Palace,ADJ,2016,remote,1
Cliff Palace,ADJ,2016,repetitive,1
Cliff Palace,ADJ,2016,required,1
Cliff Palace,ADJ,2016,resourceful,1
Cliff Palace,ADJ,2016,respectful,1
Cliff Palace,ADJ,2016,retired,2
Cliff Palace,ADJ,2016,rewarding,1
Cliff Palace,ADJ,2016,rich,1
Cliff Palace,ADJ,2016,ridiculous,1
Cliff Palace,ADJ,2016,rigorous,1
Cliff Palace,ADJ,2016,rocky,1
Cliff Palace,ADJ,2016,rude,1
Cliff Palace,ADJ,2016,rugged,1
Cliff Palace,ADJ,2016,safe,4
Cliff Palace,ADJ,2016,salty,1
Cliff Palace,ADJ,2016,same,2
Cliff Palace,ADJ,2016,scarier,2
Cliff Palace,ADJ,2016,scary,3
Cliff Palace,ADJ,2016,scenic,1
Cliff Palace,ADJ,2016,second,4
Cliff Palace,ADJ,2016,separate,1
Cliff Palace,ADJ,2016,several,12
Cliff Palace,ADJ,2016,sheer,1
Cliff Palace,ADJ,2016,short,14
Cliff Palace,ADJ,2016,shortest,1
Cliff Palace,ADJ,2016,silly,1
Cliff Palace,ADJ,2016,similar,3
Cliff Palace,ADJ,2016,simple,1
Cliff Palace,ADJ,2016,slight,1
Cliff Palace,ADJ,2016,slow,3
Cliff Palace,ADJ,2016,slower,1
Cliff Palace,ADJ,2016,small,3
Cliff Palace,ADJ,2016,smaller,1
Cliff Palace,ADJ,2016,sophisticated,1
Cliff Palace,ADJ,2016,southwestern,1
Cliff Palace,ADJ,2016,special,4
Cliff Palace,ADJ,2016,specific,2
Cliff Palace,ADJ,2016,spectacular,11
Cliff Palace,ADJ,2016,spiritual,1
Cliff Palace,ADJ,2016,squeaky,1
Cliff Palace,ADJ,2016,standard,1
Cliff Palace,ADJ,2016,steep,17
Cliff Palace,ADJ,2016,stellar,1
Cliff Palace,ADJ,2016,strenuous,21
Cliff Palace,ADJ,2016,strong,1
Cliff Palace,ADJ,2016,stunning,7
Cliff Palace,ADJ,2016,sturdy,2
Cliff Palace,ADJ,2016,such,2
Cliff Palace,ADJ,2016,suitable,2
Cliff Palace,ADJ,2016,sunny,1
Cliff Palace,ADJ,2016,super,1
Cliff Palace,ADJ,2016,sure,32
Cliff Palace,ADJ,2016,surprised,2
Cliff Palace,ADJ,2016,surreal,2
Cliff Palace,ADJ,2016,tactful,1
Cliff Palace,ADJ,2016,tasty,1
Cliff Palace,ADJ,2016,terrifying,1
Cliff Palace,ADJ,2016,thin,1
Cliff Palace,ADJ,2016,thinner,1
Cliff Palace,ADJ,2016,third,1
Cliff Palace,ADJ,2016,thoughtful,1
Cliff Palace,ADJ,2016,ticketed,2
Cliff Palace,ADJ,2016,tight,3
Cliff Palace,ADJ,2016,total,1
Cliff Palace,ADJ,2016,tough,1
Cliff Palace,ADJ,2016,tremendous,1
Cliff Palace,ADJ,2016,tripping,1
Cliff Palace,ADJ,2016,true,3
Cliff Palace,ADJ,2016,twilight,1
Cliff Palace,ADJ,2016,twisty,1
Cliff Palace,ADJ,2016,typical,1
Cliff Palace,ADJ,2016,unable,2
Cliff Palace,ADJ,2016,unbelievable,1
Cliff Palace,ADJ,2016,uncertain,1
Cliff Palace,ADJ,2016,uncomforable,1
Cliff Palace,ADJ,2016,uncomfortable,1
Cliff Palace,ADJ,2016,understandable,1
Cliff Palace,ADJ,2016,uneven,10
Cliff Palace,ADJ,2016,unforgettable,1
Cliff Palace,ADJ,2016,unfortunate,1
Cliff Palace,ADJ,2016,unhelpful,1
Cliff Palace,ADJ,2016,unimpressive,1
Cliff Palace,ADJ,2016,unique,1
Cliff Palace,ADJ,2016,unknown,1
Cliff Palace,ADJ,2016,unlimited,1
Cliff Palace,ADJ,2016,unnerving,1
Cliff Palace,ADJ,2016,unsteady,2
Cliff Palace,ADJ,2016,uphill,1
Cliff Palace,ADJ,2016,usual,1
Cliff Palace,ADJ,2016,utter,1
Cliff Palace,ADJ,2016,various,4
Cliff Palace,ADJ,2016,very,2
Cliff Palace,ADJ,2016,visible,1
Cliff Palace,ADJ,2016,watchful,2
Cliff Palace,ADJ,2016,weak,1
Cliff Palace,ADJ,2016,welcome,1
Cliff Palace,ADJ,2016,whole,5
Cliff Palace,ADJ,2016,willing,2
Cliff Palace,ADJ,2016,witty,1
Cliff Palace,ADJ,2016,wonderful,12
Cliff Palace,ADJ,2016,wooden,1
Cliff Palace,ADJ,2016,worried,5
Cliff Palace,ADJ,2016,worse,1
Cliff Palace,ADJ,2016,worst,1
Cliff Palace,ADJ,2016,worth,55
Cliff Palace,ADJ,2016,worthwhile,1
Cliff Palace,ADJ,2016,young,9
Cliff Palace,ADJ,2016,younger,1
Cliff Palace,ADJ,2017,10-foot,1
Cliff Palace,ADJ,2017,10-year,1
Cliff Palace,ADJ,2017,10:30am,1
Cliff Palace,ADJ,2017,12th,1
Cliff Palace,ADJ,2017,21-month,1
Cliff Palace,ADJ,2017,able,30
Cliff Palace,ADJ,2017,about,1
Cliff Palace,ADJ,2017,abrupt,1
Cliff Palace,ADJ,2017,absolute,1
Cliff Palace,ADJ,2017,accessible,2
Cliff Palace,ADJ,2017,accurate,1
Cliff Palace,ADJ,2017,addicting,1
Cliff Palace,ADJ,2017,affordable,1
Cliff Palace,ADJ,2017,afraid,5
Cliff Palace,ADJ,2017,aged,1
Cliff Palace,ADJ,2017,alive,2
Cliff Palace,ADJ,2017,alone,1
Cliff Palace,ADJ,2017,amazed,3
Cliff Palace,ADJ,2017,amazing,52
Cliff Palace,ADJ,2017,american,3
Cliff Palace,ADJ,2017,ancestral,2
Cliff Palace,ADJ,2017,ancient,12
Cliff Palace,ADJ,2017,annual,1
Cliff Palace,ADJ,2017,apprehensive,1
Cliff Palace,ADJ,2017,appropriate,1
Cliff Palace,ADJ,2017,archaeolical,1
Cliff Palace,ADJ,2017,archaeological,3
Cliff Palace,ADJ,2017,archeological,3
Cliff Palace,ADJ,2017,arid,1
Cliff Palace,ADJ,2017,ashamed,1
Cliff Palace,ADJ,2017,astounding,1
Cliff Palace,ADJ,2017,available,10
Cliff Palace,ADJ,2017,aware,3
Cliff Palace,ADJ,2017,awesome,9
Cliff Palace,ADJ,2017,back,1
Cliff Palace,ADJ,2017,bearable,2
Cliff Palace,ADJ,2017,beautiful,18
Cliff Palace,ADJ,2017,best,12
Cliff Palace,ADJ,2017,better,6
Cliff Palace,ADJ,2017,biggest,2
Cliff Palace,ADJ,2017,bored,2
Cliff Palace,ADJ,2017,bright,1
Cliff Palace,ADJ,2017,busy,1
Cliff Palace,ADJ,2017,capable,1
Cliff Palace,ADJ,2017,cautious,1
Cliff Palace,ADJ,2017,central,2
Cliff Palace,ADJ,2017,ceremonial,1
Cliff Palace,ADJ,2017,challenging,1
Cliff Palace,ADJ,2017,clean,1
Cliff Palace,ADJ,2017,clear,1
Cliff Palace,ADJ,2017,cliff,2
Cliff Palace,ADJ,2017,climatic,1
Cliff Palace,ADJ,2017,close,12
Cliff Palace,ADJ,2017,cold,1
Cliff Palace,ADJ,2017,colombian,1
Cliff Palace,ADJ,2017,comfortable,4
Cliff Palace,ADJ,2017,complete,1
Cliff Palace,ADJ,2017,confusing,1
Cliff Palace,ADJ,2017,cool,8
Cliff Palace,ADJ,2017,cooler,2
Cliff Palace,ADJ,2017,crappy,1
Cliff Palace,ADJ,2017,crowded,1
Cliff Palace,ADJ,2017,curvey,1
Cliff Palace,ADJ,2017,curvy,1
Cliff Palace,ADJ,2017,dangerous,1
Cliff Palace,ADJ,2017,dark,1
Cliff Palace,ADJ,2017,decent,3
Cliff Palace,ADJ,2017,deep,2
Cliff Palace,ADJ,2017,defensible,1
Cliff Palace,ADJ,2017,delicious,1
Cliff Palace,ADJ,2017,desirable,1
Cliff Palace,ADJ,2017,difficult,10
Cliff Palace,ADJ,2017,disappointing,1
Cliff Palace,ADJ,2017,distant,1
Cliff Palace,ADJ,2017,doable,5
Cliff Palace,ADJ,2017,dwelling,1
Cliff Palace,ADJ,2017,earliest,1
Cliff Palace,ADJ,2017,early,9
Cliff Palace,ADJ,2017,easier,2
Cliff Palace,ADJ,2017,easiest,2
Cliff Palace,ADJ,2017,easy,11
Cliff Palace,ADJ,2017,elderly,1
Cliff Palace,ADJ,2017,enclosed,1
Cliff Palace,ADJ,2017,enjoyable,5
Cliff Palace,ADJ,2017,enough,3
Cliff Palace,ADJ,2017,entertaining,1
Cliff Palace,ADJ,2017,enthusiastic,1
Cliff Palace,ADJ,2017,entire,9
Cliff Palace,ADJ,2017,evident,1
Cliff Palace,ADJ,2017,excellent,10
Cliff Palace,ADJ,2017,exceptional,1
Cliff Palace,ADJ,2017,excessive,1
Cliff Palace,ADJ,2017,excited,2
Cliff Palace,ADJ,2017,exciting,1
Cliff Palace,ADJ,2017,experienced,1
Cliff Palace,ADJ,2017,exrta,1
Cliff Palace,ADJ,2017,extensive,2
Cliff Palace,ADJ,2017,extra,2
Cliff Palace,ADJ,2017,extreme,1
Cliff Palace,ADJ,2017,fabulous,3
Cliff Palace,ADJ,2017,faint,1
Cliff Palace,ADJ,2017,famous,1
Cliff Palace,ADJ,2017,fantastic,9
Cliff Palace,ADJ,2017,fascinating,5
Cliff Palace,ADJ,2017,fast,1
Cliff Palace,ADJ,2017,favorite,2
Cliff Palace,ADJ,2017,fewer,1
Cliff Palace,ADJ,2017,fine,4
Cliff Palace,ADJ,2017,first,11
Cliff Palace,ADJ,2017,flip,2
Cliff Palace,ADJ,2017,fortunate,2
Cliff Palace,ADJ,2017,fourth,3
Cliff Palace,ADJ,2017,freaking,1
Cliff Palace,ADJ,2017,free,3
Cliff Palace,ADJ,2017,friendly,7
Cliff Palace,ADJ,2017,front,1
Cliff Palace,ADJ,2017,full,3
Cliff Palace,ADJ,2017,funny,2
Cliff Palace,ADJ,2017,general,3
Cliff Palace,ADJ,2017,glad,7
Cliff Palace,ADJ,2017,good,21
Cliff Palace,ADJ,2017,great,35
Cliff Palace,ADJ,2017,greatest,1
Cliff Palace,ADJ,2017,half,2
Cliff Palace,ADJ,2017,hallowed,1
Cliff Palace,ADJ,2017,happy,2
Cliff Palace,ADJ,2017,hard,6
Cliff Palace,ADJ,2017,harsh,1
Cliff Palace,ADJ,2017,hearted,1
Cliff Palace,ADJ,2017,helpful,2
Cliff Palace,ADJ,2017,hesitant,1
Cliff Palace,ADJ,2017,high,3
Cliff Palace,ADJ,2017,historic,1
Cliff Palace,ADJ,2017,historical,1
Cliff Palace,ADJ,2017,huge,3
Cliff Palace,ADJ,2017,hydrated,1
Cliff Palace,ADJ,2017,iconic,2
Cliff Palace,ADJ,2017,important,1
Cliff Palace,ADJ,2017,impressed,4
Cliff Palace,ADJ,2017,impressive,6
Cliff Palace,ADJ,2017,incredible,15
Cliff Palace,ADJ,2017,independent,1
Cliff Palace,ADJ,2017,indian,2
Cliff Palace,ADJ,2017,indigenous,1
Cliff Palace,ADJ,2017,individual,1
Cliff Palace,ADJ,2017,infant,1
Cliff Palace,ADJ,2017,informative,20
Cliff Palace,ADJ,2017,inside,1
Cliff Palace,ADJ,2017,insightful,1
Cliff Palace,ADJ,2017,interested,2
Cliff Palace,ADJ,2017,interesting,10
Cliff Palace,ADJ,2017,interpretive,1
Cliff Palace,ADJ,2017,intimate,1
Cliff Palace,ADJ,2017,intricate,1
Cliff Palace,ADJ,2017,junior,2
Cliff Palace,ADJ,2017,knowledgable,3
Cliff Palace,ADJ,2017,knowledgeable,10
Cliff Palace,ADJ,2017,ladders-,1
Cliff Palace,ADJ,2017,large,10
Cliff Palace,ADJ,2017,larger,4
Cliff Palace,ADJ,2017,largest,9
Cliff Palace,ADJ,2017,last,5
Cliff Palace,ADJ,2017,late,3
Cliff Palace,ADJ,2017,least,1
Cliff Palace,ADJ,2017,left,1
Cliff Palace,ADJ,2017,less,2
Cliff Palace,ADJ,2017,light,2
Cliff Palace,ADJ,2017,limited,3
Cliff Palace,ADJ,2017,little,14
Cliff Palace,ADJ,2017,livable,1
Cliff Palace,ADJ,2017,local,1
Cliff Palace,ADJ,2017,long,13
Cliff Palace,ADJ,2017,lookout,1
Cliff Palace,ADJ,2017,loooong,1
Cliff Palace,ADJ,2017,loud,1
Cliff Palace,ADJ,2017,lovely,2
Cliff Palace,ADJ,2017,lucky,6
Cliff Palace,ADJ,2017,magical,2
Cliff Palace,ADJ,2017,magnificent,2
Cliff Palace,ADJ,2017,main,3
Cliff Palace,ADJ,2017,major,1
Cliff Palace,ADJ,2017,many,15
Cliff Palace,ADJ,2017,married,1
Cliff Palace,ADJ,2017,massive,1
Cliff Palace,ADJ,2017,meaningful,1
Cliff Palace,ADJ,2017,medical,2
Cliff Palace,ADJ,2017,medium,1
Cliff Palace,ADJ,2017,memorable,1
Cliff Palace,ADJ,2017,mesa,3
Cliff Palace,ADJ,2017,mexican,1
Cliff Palace,ADJ,2017,middle,1
Cliff Palace,ADJ,2017,mild,1
Cliff Palace,ADJ,2017,mistaken,1
Cliff Palace,ADJ,2017,mobile,1
Cliff Palace,ADJ,2017,moderate,2
Cliff Palace,ADJ,2017,more,14
Cliff Palace,ADJ,2017,most,8
Cliff Palace,ADJ,2017,much,1
Cliff Palace,ADJ,2017,multiple,2
Cliff Palace,ADJ,2017,narrow,6
Cliff Palace,ADJ,2017,national,5
Cliff Palace,ADJ,2017,native,5
